"result_date","affil_category","test_type","test_result","test_count","test_source"
2021-08-10,Off-Campus Student,Antigen,Negative,4,Campus Health
2021-08-10,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-08-10,Off-Campus Student,PCR,Negative,5,Campus Health
2021-08-10,Off-Campus Student,PCR,Positive,0,Campus Health
2021-08-10,Off-Campus Student,Antigen,Negative,9,Test All Test Smart
2021-08-10,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-10,Off-Campus Student,PCR,Negative,60,Test All Test Smart
2021-08-10,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-10,On-Campus Student,PCR,Negative,2,Test All Test Smart
2021-08-10,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-11,Employee,Antigen,Negative,5,Campus Health
2021-08-11,Employee,Antigen,Positive,1,Campus Health
2021-08-11,Employee,PCR,Negative,5,Campus Health
2021-08-11,Employee,PCR,Positive,0,Campus Health
2021-08-11,Employee,Antigen,Negative,3,Test All Test Smart
2021-08-11,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-11,Employee,PCR,Negative,74,Test All Test Smart
2021-08-11,Employee,PCR,Positive,0,Test All Test Smart
2021-08-11,Off-Campus Student,Antigen,Negative,4,Campus Health
2021-08-11,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-08-11,Off-Campus Student,PCR,Negative,4,Campus Health
2021-08-11,Off-Campus Student,PCR,Positive,0,Campus Health
2021-08-11,Off-Campus Student,Antigen,Negative,12,Test All Test Smart
2021-08-11,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-11,Off-Campus Student,PCR,Negative,52,Test All Test Smart
2021-08-11,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2021-08-11,On-Campus Student,Antigen,Negative,1,Test All Test Smart
2021-08-11,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-11,On-Campus Student,PCR,Negative,4,Test All Test Smart
2021-08-11,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-12,Employee,Antigen,Negative,8,Campus Health
2021-08-12,Employee,Antigen,Positive,1,Campus Health
2021-08-12,Employee,PCR,Negative,4,Campus Health
2021-08-12,Employee,PCR,Positive,1,Campus Health
2021-08-12,Employee,Antigen,Negative,11,Test All Test Smart
2021-08-12,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-12,Employee,PCR,Negative,89,Test All Test Smart
2021-08-12,Employee,PCR,Positive,1,Test All Test Smart
2021-08-12,Off-Campus Student,Antigen,Negative,7,Campus Health
2021-08-12,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-08-12,Off-Campus Student,PCR,Negative,3,Campus Health
2021-08-12,Off-Campus Student,PCR,Positive,0,Campus Health
2021-08-12,Off-Campus Student,Antigen,Negative,14,Test All Test Smart
2021-08-12,Off-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-08-12,Off-Campus Student,PCR,Negative,59,Test All Test Smart
2021-08-12,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2021-08-13,Employee,Antigen,Negative,11,Test All Test Smart
2021-08-13,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-13,Employee,PCR,Negative,71,Test All Test Smart
2021-08-13,Employee,PCR,Positive,2,Test All Test Smart
2021-08-13,Off-Campus Student,Antigen,Negative,9,Test All Test Smart
2021-08-13,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-13,Off-Campus Student,PCR,Negative,59,Test All Test Smart
2021-08-13,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-16,Employee,Antigen,Negative,18,Campus Health
2021-08-16,Employee,Antigen,Positive,1,Campus Health
2021-08-16,Employee,Antigen,Negative,118,Test All Test Smart
2021-08-16,Employee,Antigen,Positive,1,Test All Test Smart
2021-08-16,Employee,PCR,Negative,82,Test All Test Smart
2021-08-16,Employee,PCR,Positive,2,Test All Test Smart
2021-08-16,Off-Campus Student,Antigen,Negative,9,Campus Health
2021-08-16,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-08-16,Off-Campus Student,Antigen,Negative,76,Test All Test Smart
2021-08-16,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-16,Off-Campus Student,PCR,Negative,53,Test All Test Smart
2021-08-16,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-16,On-Campus Student,Antigen,Negative,17,Test All Test Smart
2021-08-16,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-08-16,On-Campus Student,PCR,Negative,7,Test All Test Smart
2021-08-16,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-17,Employee,Antigen,Negative,8,Campus Health
2021-08-17,Employee,Antigen,Positive,0,Campus Health
2021-08-17,Employee,PCR,Negative,27,Campus Health
2021-08-17,Employee,PCR,Positive,1,Campus Health
2021-08-17,Employee,Antigen,Negative,157,Test All Test Smart
2021-08-17,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-17,Employee,PCR,Negative,52,Test All Test Smart
2021-08-17,Employee,PCR,Positive,0,Test All Test Smart
2021-08-17,Off-Campus Student,Antigen,Negative,6,Campus Health
2021-08-17,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-08-17,Off-Campus Student,PCR,Negative,11,Campus Health
2021-08-17,Off-Campus Student,PCR,Positive,1,Campus Health
2021-08-17,Off-Campus Student,Antigen,Negative,87,Test All Test Smart
2021-08-17,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-17,Off-Campus Student,PCR,Negative,28,Test All Test Smart
2021-08-17,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-17,On-Campus Student,Antigen,Negative,26,Test All Test Smart
2021-08-17,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-08-17,On-Campus Student,PCR,Negative,4,Test All Test Smart
2021-08-17,On-Campus Student,PCR,Positive,1,Test All Test Smart
2021-08-18,Employee,Antigen,Negative,3,Campus Health
2021-08-18,Employee,Antigen,Positive,0,Campus Health
2021-08-18,Employee,PCR,Negative,7,Campus Health
2021-08-18,Employee,PCR,Positive,0,Campus Health
2021-08-18,Employee,Antigen,Negative,102,Test All Test Smart
2021-08-18,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-18,Employee,PCR,Negative,6,Test All Test Smart
2021-08-18,Employee,PCR,Positive,0,Test All Test Smart
2021-08-18,Off-Campus Student,Antigen,Negative,10,Campus Health
2021-08-18,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-08-18,Off-Campus Student,PCR,Negative,6,Campus Health
2021-08-18,Off-Campus Student,PCR,Positive,1,Campus Health
2021-08-18,Off-Campus Student,Antigen,Negative,84,Test All Test Smart
2021-08-18,Off-Campus Student,Antigen,Positive,5,Test All Test Smart
2021-08-18,Off-Campus Student,PCR,Negative,10,Test All Test Smart
2021-08-18,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-18,On-Campus Student,Antigen,Negative,46,Test All Test Smart
2021-08-18,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-18,On-Campus Student,PCR,Negative,3,Test All Test Smart
2021-08-18,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-19,Employee,Antigen,Negative,9,Campus Health
2021-08-19,Employee,Antigen,Positive,0,Campus Health
2021-08-19,Employee,PCR,Negative,2,Campus Health
2021-08-19,Employee,PCR,Positive,0,Campus Health
2021-08-19,Employee,Antigen,Negative,112,Test All Test Smart
2021-08-19,Employee,Antigen,Positive,1,Test All Test Smart
2021-08-19,Employee,PCR,Negative,21,Test All Test Smart
2021-08-19,Employee,PCR,Positive,0,Test All Test Smart
2021-08-19,Off-Campus Student,Antigen,Negative,8,Campus Health
2021-08-19,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-08-19,Off-Campus Student,PCR,Negative,8,Campus Health
2021-08-19,Off-Campus Student,PCR,Positive,0,Campus Health
2021-08-19,Off-Campus Student,Antigen,Negative,94,Test All Test Smart
2021-08-19,Off-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-08-19,Off-Campus Student,PCR,Negative,10,Test All Test Smart
2021-08-19,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-19,On-Campus Student,PCR,Negative,0,Campus Health
2021-08-19,On-Campus Student,PCR,Positive,2,Campus Health
2021-08-19,On-Campus Student,Antigen,Negative,45,Test All Test Smart
2021-08-19,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-19,On-Campus Student,PCR,Negative,1,Test All Test Smart
2021-08-19,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-20,Employee,Antigen,Negative,7,Campus Health
2021-08-20,Employee,Antigen,Positive,0,Campus Health
2021-08-20,Employee,PCR,Negative,8,Campus Health
2021-08-20,Employee,PCR,Positive,0,Campus Health
2021-08-20,Employee,Antigen,Negative,122,Test All Test Smart
2021-08-20,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-20,Employee,PCR,Negative,10,Test All Test Smart
2021-08-20,Employee,PCR,Positive,0,Test All Test Smart
2021-08-20,Off-Campus Student,Antigen,Negative,9,Campus Health
2021-08-20,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-08-20,Off-Campus Student,PCR,Negative,5,Campus Health
2021-08-20,Off-Campus Student,PCR,Positive,0,Campus Health
2021-08-20,Off-Campus Student,Antigen,Negative,95,Test All Test Smart
2021-08-20,Off-Campus Student,Antigen,Positive,2,Test All Test Smart
2021-08-20,Off-Campus Student,PCR,Negative,19,Test All Test Smart
2021-08-20,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-20,On-Campus Student,Antigen,Negative,1,Campus Health
2021-08-20,On-Campus Student,Antigen,Positive,0,Campus Health
2021-08-20,On-Campus Student,PCR,Negative,1,Campus Health
2021-08-20,On-Campus Student,PCR,Positive,0,Campus Health
2021-08-20,On-Campus Student,Antigen,Negative,53,Test All Test Smart
2021-08-20,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-20,On-Campus Student,PCR,Negative,4,Test All Test Smart
2021-08-20,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-21,Employee,Antigen,Negative,27,Test All Test Smart
2021-08-21,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-21,Off-Campus Student,Antigen,Negative,55,Test All Test Smart
2021-08-21,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-21,On-Campus Student,Antigen,Negative,40,Test All Test Smart
2021-08-21,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-22,Employee,Antigen,Negative,18,Test All Test Smart
2021-08-22,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-22,Off-Campus Student,Antigen,Negative,50,Test All Test Smart
2021-08-22,Off-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-08-22,On-Campus Student,Antigen,Negative,34,Test All Test Smart
2021-08-22,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-23,Employee,Antigen,Negative,13,Campus Health
2021-08-23,Employee,Antigen,Positive,2,Campus Health
2021-08-23,Employee,PCR,Negative,6,Campus Health
2021-08-23,Employee,PCR,Positive,0,Campus Health
2021-08-23,Employee,Antigen,Negative,7,Test All Test Smart
2021-08-23,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-23,Employee,PCR,Negative,75,Test All Test Smart
2021-08-23,Employee,PCR,Positive,0,Test All Test Smart
2021-08-23,Off-Campus Student,Antigen,Negative,19,Campus Health
2021-08-23,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-08-23,Off-Campus Student,PCR,Negative,7,Campus Health
2021-08-23,Off-Campus Student,PCR,Positive,1,Campus Health
2021-08-23,Off-Campus Student,Antigen,Negative,8,Test All Test Smart
2021-08-23,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-23,Off-Campus Student,PCR,Negative,49,Test All Test Smart
2021-08-23,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-23,On-Campus Student,Antigen,Negative,6,Campus Health
2021-08-23,On-Campus Student,Antigen,Positive,0,Campus Health
2021-08-23,On-Campus Student,PCR,Negative,1,Campus Health
2021-08-23,On-Campus Student,PCR,Positive,0,Campus Health
2021-08-23,On-Campus Student,Antigen,Negative,34,Test All Test Smart
2021-08-23,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-23,On-Campus Student,PCR,Negative,14,Test All Test Smart
2021-08-23,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-24,Employee,Antigen,Negative,10,Campus Health
2021-08-24,Employee,Antigen,Positive,1,Campus Health
2021-08-24,Employee,PCR,Negative,11,Campus Health
2021-08-24,Employee,PCR,Positive,2,Campus Health
2021-08-24,Employee,Antigen,Negative,4,Test All Test Smart
2021-08-24,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-24,Employee,PCR,Negative,223,Test All Test Smart
2021-08-24,Employee,PCR,Positive,2,Test All Test Smart
2021-08-24,Off-Campus Student,Antigen,Negative,17,Campus Health
2021-08-24,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-08-24,Off-Campus Student,PCR,Negative,15,Campus Health
2021-08-24,Off-Campus Student,PCR,Positive,1,Campus Health
2021-08-24,Off-Campus Student,Antigen,Negative,1,Test All Test Smart
2021-08-24,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-24,Off-Campus Student,PCR,Negative,208,Test All Test Smart
2021-08-24,Off-Campus Student,PCR,Positive,4,Test All Test Smart
2021-08-24,On-Campus Student,Antigen,Negative,4,Campus Health
2021-08-24,On-Campus Student,Antigen,Positive,1,Campus Health
2021-08-24,On-Campus Student,PCR,Negative,4,Campus Health
2021-08-24,On-Campus Student,PCR,Positive,0,Campus Health
2021-08-24,On-Campus Student,Antigen,Negative,24,Test All Test Smart
2021-08-24,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-24,On-Campus Student,PCR,Negative,21,Test All Test Smart
2021-08-24,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-25,Employee,Antigen,Negative,7,Campus Health
2021-08-25,Employee,Antigen,Positive,0,Campus Health
2021-08-25,Employee,PCR,Negative,9,Campus Health
2021-08-25,Employee,PCR,Positive,1,Campus Health
2021-08-25,Employee,Antigen,Negative,1,Test All Test Smart
2021-08-25,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-25,Employee,PCR,Negative,202,Test All Test Smart
2021-08-25,Employee,PCR,Positive,1,Test All Test Smart
2021-08-25,Off-Campus Student,Antigen,Negative,19,Campus Health
2021-08-25,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-08-25,Off-Campus Student,PCR,Negative,14,Campus Health
2021-08-25,Off-Campus Student,PCR,Positive,1,Campus Health
2021-08-25,Off-Campus Student,PCR,Negative,170,Test All Test Smart
2021-08-25,Off-Campus Student,PCR,Positive,1,Test All Test Smart
2021-08-25,On-Campus Student,Antigen,Negative,8,Campus Health
2021-08-25,On-Campus Student,Antigen,Positive,1,Campus Health
2021-08-25,On-Campus Student,PCR,Negative,3,Campus Health
2021-08-25,On-Campus Student,PCR,Positive,0,Campus Health
2021-08-25,On-Campus Student,Antigen,Negative,42,Test All Test Smart
2021-08-25,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-25,On-Campus Student,PCR,Negative,13,Test All Test Smart
2021-08-25,On-Campus Student,PCR,Positive,1,Test All Test Smart
2021-08-26,Employee,Antigen,Negative,4,Campus Health
2021-08-26,Employee,Antigen,Positive,0,Campus Health
2021-08-26,Employee,PCR,Negative,7,Campus Health
2021-08-26,Employee,PCR,Positive,0,Campus Health
2021-08-26,Employee,Antigen,Negative,1,Test All Test Smart
2021-08-26,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-26,Employee,PCR,Negative,258,Test All Test Smart
2021-08-26,Employee,PCR,Positive,2,Test All Test Smart
2021-08-26,Off-Campus Student,Antigen,Negative,21,Campus Health
2021-08-26,Off-Campus Student,Antigen,Positive,2,Campus Health
2021-08-26,Off-Campus Student,PCR,Negative,13,Campus Health
2021-08-26,Off-Campus Student,PCR,Positive,2,Campus Health
2021-08-26,Off-Campus Student,PCR,Negative,229,Test All Test Smart
2021-08-26,Off-Campus Student,PCR,Positive,2,Test All Test Smart
2021-08-26,On-Campus Student,Antigen,Negative,7,Campus Health
2021-08-26,On-Campus Student,Antigen,Positive,0,Campus Health
2021-08-26,On-Campus Student,PCR,Negative,5,Campus Health
2021-08-26,On-Campus Student,PCR,Positive,1,Campus Health
2021-08-26,On-Campus Student,Antigen,Negative,42,Test All Test Smart
2021-08-26,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-08-26,On-Campus Student,PCR,Negative,3,Test All Test Smart
2021-08-26,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-27,Employee,Antigen,Negative,5,Campus Health
2021-08-27,Employee,Antigen,Positive,0,Campus Health
2021-08-27,Employee,PCR,Negative,4,Campus Health
2021-08-27,Employee,PCR,Positive,0,Campus Health
2021-08-27,Employee,Antigen,Negative,6,Test All Test Smart
2021-08-27,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-27,Employee,PCR,Negative,218,Test All Test Smart
2021-08-27,Employee,PCR,Positive,1,Test All Test Smart
2021-08-27,Off-Campus Student,Antigen,Negative,16,Campus Health
2021-08-27,Off-Campus Student,Antigen,Positive,4,Campus Health
2021-08-27,Off-Campus Student,PCR,Negative,17,Campus Health
2021-08-27,Off-Campus Student,PCR,Positive,1,Campus Health
2021-08-27,Off-Campus Student,Antigen,Negative,2,Test All Test Smart
2021-08-27,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-27,Off-Campus Student,PCR,Negative,225,Test All Test Smart
2021-08-27,Off-Campus Student,PCR,Positive,3,Test All Test Smart
2021-08-27,On-Campus Student,Antigen,Negative,11,Campus Health
2021-08-27,On-Campus Student,Antigen,Positive,0,Campus Health
2021-08-27,On-Campus Student,PCR,Negative,6,Campus Health
2021-08-27,On-Campus Student,PCR,Positive,0,Campus Health
2021-08-27,On-Campus Student,Antigen,Negative,674,Test All Test Smart
2021-08-27,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-27,On-Campus Student,PCR,Negative,3,Test All Test Smart
2021-08-27,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-28,Employee,Antigen,Negative,2,Test All Test Smart
2021-08-28,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-28,Off-Campus Student,Antigen,Negative,3,Test All Test Smart
2021-08-28,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-28,On-Campus Student,Antigen,Negative,216,Test All Test Smart
2021-08-28,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-30,Employee,Antigen,Negative,4,Campus Health
2021-08-30,Employee,Antigen,Positive,1,Campus Health
2021-08-30,Employee,PCR,Negative,4,Campus Health
2021-08-30,Employee,PCR,Positive,0,Campus Health
2021-08-30,Employee,Antigen,Negative,9,Test All Test Smart
2021-08-30,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-30,Employee,PCR,Negative,247,Test All Test Smart
2021-08-30,Employee,PCR,Positive,1,Test All Test Smart
2021-08-30,Off-Campus Student,Antigen,Negative,28,Campus Health
2021-08-30,Off-Campus Student,Antigen,Positive,3,Campus Health
2021-08-30,Off-Campus Student,PCR,Negative,11,Campus Health
2021-08-30,Off-Campus Student,PCR,Positive,4,Campus Health
2021-08-30,Off-Campus Student,Antigen,Negative,3,Test All Test Smart
2021-08-30,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-30,Off-Campus Student,PCR,Negative,240,Test All Test Smart
2021-08-30,Off-Campus Student,PCR,Positive,4,Test All Test Smart
2021-08-30,On-Campus Student,Antigen,Negative,9,Campus Health
2021-08-30,On-Campus Student,Antigen,Positive,1,Campus Health
2021-08-30,On-Campus Student,PCR,Negative,6,Campus Health
2021-08-30,On-Campus Student,PCR,Positive,0,Campus Health
2021-08-30,On-Campus Student,Antigen,Negative,132,Test All Test Smart
2021-08-30,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-30,On-Campus Student,PCR,Negative,8,Test All Test Smart
2021-08-30,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-08-31,Employee,Antigen,Negative,5,Campus Health
2021-08-31,Employee,Antigen,Positive,0,Campus Health
2021-08-31,Employee,PCR,Negative,4,Campus Health
2021-08-31,Employee,PCR,Positive,1,Campus Health
2021-08-31,Employee,Antigen,Negative,1,Test All Test Smart
2021-08-31,Employee,Antigen,Positive,0,Test All Test Smart
2021-08-31,Employee,PCR,Negative,286,Test All Test Smart
2021-08-31,Employee,PCR,Positive,1,Test All Test Smart
2021-08-31,Off-Campus Student,Antigen,Negative,18,Campus Health
2021-08-31,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-08-31,Off-Campus Student,PCR,Negative,24,Campus Health
2021-08-31,Off-Campus Student,PCR,Positive,3,Campus Health
2021-08-31,Off-Campus Student,Antigen,Negative,4,Test All Test Smart
2021-08-31,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-31,Off-Campus Student,PCR,Negative,351,Test All Test Smart
2021-08-31,Off-Campus Student,PCR,Positive,8,Test All Test Smart
2021-08-31,On-Campus Student,Antigen,Negative,7,Campus Health
2021-08-31,On-Campus Student,Antigen,Positive,2,Campus Health
2021-08-31,On-Campus Student,PCR,Negative,6,Campus Health
2021-08-31,On-Campus Student,PCR,Positive,1,Campus Health
2021-08-31,On-Campus Student,Antigen,Negative,94,Test All Test Smart
2021-08-31,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-08-31,On-Campus Student,PCR,Negative,15,Test All Test Smart
2021-08-31,On-Campus Student,PCR,Positive,1,Test All Test Smart
2021-09-01,Employee,Antigen,Negative,1,Campus Health
2021-09-01,Employee,Antigen,Positive,0,Campus Health
2021-09-01,Employee,PCR,Negative,4,Campus Health
2021-09-01,Employee,PCR,Positive,0,Campus Health
2021-09-01,Employee,Antigen,Negative,1,Test All Test Smart
2021-09-01,Employee,Antigen,Positive,0,Test All Test Smart
2021-09-01,Employee,PCR,Negative,266,Test All Test Smart
2021-09-01,Employee,PCR,Positive,0,Test All Test Smart
2021-09-01,Off-Campus Student,Antigen,Negative,17,Campus Health
2021-09-01,Off-Campus Student,Antigen,Positive,0,Campus Health
2021-09-01,Off-Campus Student,PCR,Negative,17,Campus Health
2021-09-01,Off-Campus Student,PCR,Positive,1,Campus Health
2021-09-01,Off-Campus Student,Antigen,Negative,1,Test All Test Smart
2021-09-01,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-09-01,Off-Campus Student,PCR,Negative,292,Test All Test Smart
2021-09-01,Off-Campus Student,PCR,Positive,5,Test All Test Smart
2021-09-01,On-Campus Student,Antigen,Negative,11,Campus Health
2021-09-01,On-Campus Student,Antigen,Positive,2,Campus Health
2021-09-01,On-Campus Student,PCR,Negative,5,Campus Health
2021-09-01,On-Campus Student,PCR,Positive,2,Campus Health
2021-09-01,On-Campus Student,Antigen,Negative,211,Test All Test Smart
2021-09-01,On-Campus Student,Antigen,Positive,2,Test All Test Smart
2021-09-01,On-Campus Student,PCR,Negative,10,Test All Test Smart
2021-09-01,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-09-02,Employee,Antigen,Negative,2,Campus Health
2021-09-02,Employee,Antigen,Positive,0,Campus Health
2021-09-02,Employee,PCR,Negative,1,Campus Health
2021-09-02,Employee,PCR,Positive,0,Campus Health
2021-09-02,Employee,Antigen,Negative,2,Test All Test Smart
2021-09-02,Employee,Antigen,Positive,0,Test All Test Smart
2021-09-02,Employee,PCR,Negative,230,Test All Test Smart
2021-09-02,Employee,PCR,Positive,2,Test All Test Smart
2021-09-02,Off-Campus Student,Antigen,Negative,37,Campus Health
2021-09-02,Off-Campus Student,Antigen,Positive,4,Campus Health
2021-09-02,Off-Campus Student,PCR,Negative,13,Campus Health
2021-09-02,Off-Campus Student,PCR,Positive,0,Campus Health
2021-09-02,Off-Campus Student,Antigen,Negative,1,Test All Test Smart
2021-09-02,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-09-02,Off-Campus Student,PCR,Negative,311,Test All Test Smart
2021-09-02,Off-Campus Student,PCR,Positive,6,Test All Test Smart
2021-09-02,On-Campus Student,Antigen,Negative,5,Campus Health
2021-09-02,On-Campus Student,Antigen,Positive,1,Campus Health
2021-09-02,On-Campus Student,PCR,Negative,10,Campus Health
2021-09-02,On-Campus Student,PCR,Positive,1,Campus Health
2021-09-02,On-Campus Student,Antigen,Negative,159,Test All Test Smart
2021-09-02,On-Campus Student,Antigen,Positive,5,Test All Test Smart
2021-09-02,On-Campus Student,PCR,Negative,21,Test All Test Smart
2021-09-02,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-09-03,Employee,Antigen,Negative,4,Campus Health
2021-09-03,Employee,Antigen,Positive,1,Campus Health
2021-09-03,Employee,PCR,Negative,2,Campus Health
2021-09-03,Employee,PCR,Positive,0,Campus Health
2021-09-03,Employee,Antigen,Negative,2,Test All Test Smart
2021-09-03,Employee,Antigen,Positive,0,Test All Test Smart
2021-09-03,Employee,PCR,Negative,255,Test All Test Smart
2021-09-03,Employee,PCR,Positive,2,Test All Test Smart
2021-09-03,Off-Campus Student,Antigen,Negative,15,Campus Health
2021-09-03,Off-Campus Student,Antigen,Positive,1,Campus Health
2021-09-03,Off-Campus Student,PCR,Negative,27,Campus Health
2021-09-03,Off-Campus Student,PCR,Positive,5,Campus Health
2021-09-03,Off-Campus Student,Antigen,Negative,7,Test All Test Smart
2021-09-03,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-09-03,Off-Campus Student,PCR,Negative,468,Test All Test Smart
2021-09-03,Off-Campus Student,PCR,Positive,15,Test All Test Smart
2021-09-03,On-Campus Student,Antigen,Negative,7,Campus Health
2021-09-03,On-Campus Student,Antigen,Positive,1,Campus Health
2021-09-03,On-Campus Student,PCR,Negative,3,Campus Health
2021-09-03,On-Campus Student,PCR,Positive,1,Campus Health
2021-09-03,On-Campus Student,Antigen,Negative,321,Test All Test Smart
2021-09-03,On-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-09-03,On-Campus Student,PCR,Negative,8,Test All Test Smart
2021-09-03,On-Campus Student,PCR,Positive,0,Test All Test Smart
2021-09-07,Employee,Antigen,Negative,7,Campus Health
2021-09-07,Employee,Antigen,Positive,0,Campus Health
2021-09-07,Employee,PCR,Negative,3,Campus Health
2021-09-07,Employee,PCR,Positive,1,Campus Health
2021-09-07,Employee,Antigen,Negative,6,Test All Test Smart
2021-09-07,Employee,Antigen,Positive,0,Test All Test Smart
2021-09-07,Employee,PCR,Negative,50,Test All Test Smart
2021-09-07,Employee,PCR,Positive,0,Test All Test Smart
2021-09-07,Off-Campus Student,Antigen,Negative,32,Campus Health
2021-09-07,Off-Campus Student,Antigen,Positive,4,Campus Health
2021-09-07,Off-Campus Student,PCR,Negative,13,Campus Health
2021-09-07,Off-Campus Student,PCR,Positive,1,Campus Health
2021-09-07,Off-Campus Student,Antigen,Negative,2,Test All Test Smart
2021-09-07,Off-Campus Student,Antigen,Positive,0,Test All Test Smart
2021-09-07,Off-Campus Student,PCR,Negative,91,Test All Test Smart
2021-09-07,Off-Campus Student,PCR,Positive,0,Test All Test Smart
2021-09-07,On-Campus Student,Antigen,Negative,13,Campus Health
2021-09-07,On-Campus Student,Antigen,Positive,3,Campus Health
2021-09-07,On-Campus Student,PCR,Negative,4,Campus Health
2021-09-07,On-Campus Student,PCR,Positive,1,Campus Health
2021-09-07,On-Campus Student,Antigen,Negative,90,Test All Test Smart
2021-09-07,On-Campus Student,Antigen,Positive,1,Test All Test Smart
2021-09-07,On-Campus Student,PCR,Negative,3,Test All Test Smart
2021-09-07,On-Campus Student,PCR,Positive,0,Test All Test Smart
